Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-BirminghamCC-1002433,Longbridge Methodist Church Day Centre,LONGBRIDGE METHODIST CHURCH DAY CENTRE; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,3237,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-longbridge_methodist_church_dc,Longbridge Methodist Church Day Ctr,,,B45 8RU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Longbridge Ward,E05001194,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002437,Housing Pathway Service,HOUSING PATHWAY SERVICE; Housing and advice; ,GBP,,100000,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03006451,Midland Mencap,,3006451,B13 8JR,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Moseley and Kings Heath Ward,E05001196,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002451,Advocacy & Training For Adults With Ld,ADVOCACY & TRAINING FOR ADULTS WITH LD; Health and wellbeing; ,GBP,,20620.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-1002294,People In Partnership,1002294,,B12 8LF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002982,Day Opportunities,DAY OPPORTUNITIES; Older people; ,GBP,,13484,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-05539913,Rosemarie Day Centre,,5539913,B19 1SH,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002461,Birmingham Samaritans,BIRMINGHAM SAMARITANS; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Counselling and support ,GBP,,12200,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-1166821,The Samaritans,1166821,,B1 1DW,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002404,Living With Sight Loss,LIVING WITH SIGHT LOSS; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,10625,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-226227,Action For Blind People,226227,,B1 1BN,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002815,The Lgbt Older People'S Health & Wellbei,THE LGBT OLDER PEOPLE'S HEALTH & WELLBEI; Older people; ,GBP,,16688,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-07203554,Birmingham LGBT,,3509538,B1 1EQ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002422,The Leisure Forum,THE LEISURE FORUM; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Mental Health,GBP,,14011,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-702649,Birmingham Mental Health Leisure Forum,,4351686,B18 6NF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003131,Community Support - Mental Health,COMMUNITY SUPPORT - MENTAL HEALTH; Health and wellbeing; ,GBP,,1750,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-513468,Birmingham Phobic Fellowship,513468,,B23 6DE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Stockland Green Ward,E05001210,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003029,Rainbow Care And Support,RAINBOW CARE AND SUPPORT; Health and wellbeing; ,GBP,,22776.94,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-rainbow_care_support,Rainbow Care & Support,,,B28 8LU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Hall Green Ward,E05001187,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003156,The Birmingham Rape & Sexual Violence Pr,THE BIRMINGHAM RAPE & SEXUAL VIOLENCE PR; Community safety; Adult Social Care & Health Third Sector Grants - Domestic Violence,GBP,,10625,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-508669,Rape & Sexual Violence Project,508669,,B4 7QE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002733,Seadpac,SEADPAC; Older people; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,36994.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03169562,Small Heath Community Forum Ltd,,3169562,B10 9TA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Bordesley Green Ward,E05001182,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002407,Age Concern Birmingham And Age Uk Mental,AGE CONCERN BIRMINGHAM AND AGE UK MENTAL; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,142688.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02104152,Age Concern Birmingham,,2104152,B72 1SH,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Trinity Ward,E05001213,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003140,Befriending & Outreach  Service And Day,BEFRIENDING & OUTREACH  SERVICE AND DAY; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,86500,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-07334392,Age UK Birmingham Ltd,,7334392,B72 1QU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton Trinity Ward,E05001213,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002413,Elders' Support,ELDERS' SUPPORT; Older people; Adult Social Care & Health Third Sector Grants - Day Opportunities,GBP,,23087,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-08205070,Alum Rock Elders Suport,,8205070,B8 1HU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002420,The Options Programme,THE OPTIONS PROGRAMME; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support for adults with autism and Asperger’s syndrome  ,GBP,,10094,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-01953344,Autism West Midlands,,1953344,B15 1NU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Edgbaston Ward,E05001185,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002645,The Palliative Care Outreach Service,THE PALLIATIVE CARE OUTREACH SERVICE; Health and wellbeing; ,GBP,,19176,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02202427,Birmingham CAB Service Ltd,,2202427,B4 6TF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002414,Carer Services,CARER SERVICES; Older people; ,GBP,,57501,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02686647,Headway (West Midlands) Ltd,,2686647,B45 9SN,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Longbridge Ward,E05001194,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002427,Inclusive Evaluation,INCLUSIVE EVALUATION; Health and wellbeing; ,GBP,,31509,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-04020149,Initiative For Social Entrepreneurs,,4020149,B12 0HJ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1003171,The Befriending Service For Older People,THE BEFRIENDING SERVICE FOR OLDER PEOPLE; Older people; ,GBP,,9250,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-CHC-1095932,OPNOCS,1095932,,B12 8NJ,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002633,Day Oportunities For Older People,DAY OPORTUNITIES FOR OLDER PEOPLE; Older people; ,GBP,,22500,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-st_michaels_day_centre,St Michael'S Day Centre,,,B28 9NU,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Hall Green Ward,E05001187,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002889,"The Body, Mind & Spirit Partnership - Wi","THE BODY, MIND & SPIRIT PARTNERSHIP - WI; Health and wellbeing; ",GBP,,127745.5,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-07650505 ,The Digbeth Trust,,07650505 ,B16 9RE,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Edgbaston Ward,E05001185,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002302,Urban Street Jam,URBAN STREET JAM; Arts and culture; ,GBP,,9588,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-10-31T00:00:00+00:00,,,,,GB-COH-07077838,The Pump (East Birmingham) Ltd,,7077838,B33 9SB,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Shard End Ward,E05001203,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002869,Day Opportunities,DAY OPPORTUNITIES; Health and wellbeing; ,GBP,,8417,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,360G-BirminghamCC-walmley_church_centre_playgroup,Walmley Church Centre Playgroup,,,B76 1DP,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,WPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Sutton New Hall Ward,E05001212,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002887,Support For The Elderly,SUPPORT FOR THE ELDERLY; Older people; ,GBP,,25193,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-03799312 ,Wesleyan Comm Care (Project) Ltd,,03799312 ,B21 0LA,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Soho Ward,E05001205,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002419,Support From Birmingham Alcohol Outreach,SUPPORT FROM BIRMINGHAM ALCOHOL OUTREACH; Health and wellbeing; ,GBP,,65490.83,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-02-28T00:00:00+00:00,,,,,GB-COH-02427100,Aquarius Action Projects,,2427100,B5 6RD,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002329,The Mental Health Project,THE MENTAL HEALTH PROJECT; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Advice and support,GBP,,87500,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02202427,Birmingham CAB Service Ltd,,2202427,B4 6TF,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-BirminghamCC-1002577,Safe And Sound Project,SAFE AND SOUND PROJECT; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Advice and support,GBP,,39067,,2014-10-01T00:00:00+00:00,,2014-10-01T00:00:00+00:00,2015-03-31T00:00:00+00:00,,,,,GB-COH-02897250,Birmingham Disability Resource Centre,,2897250,B33 0LD,,,,,,,,,,GB-LAE-BIR,Birmingham City Council,,,Adult Social Care & Health Third Sector Grants,,,,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://data.birmingham.gov.uk/dataset/bb896f0b-10d7-403d-bad4-cc147349c380/resource/6ff023e2-947a-4eb9-bd67-0cdd2c7163dc/download/ssystemsgovernancetransparencygrants360-giving-bcc-data_2014-17-v2.xlsx,Birmingham City Council,West Midlands,Birmingham District,E08000025,Shard End Ward,E05001203,2019-07-03T10:11:44+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
